index,Name,Provider,Image_url,RTP,Pay_lines,Free_spins,Bonus_game
3998,Jackpot Darts,Playtech,jackpot-darts.jpg,,,,
3999,Daily Horoscope,Cryptologic,daily-horoscope.jpg,94%,20,No,Yes
4000,Buccaneers Bounty,Cryptologic,buccaneers-bounty.jpg,94.5%,20,Yes,Yes
4001,Blue Lagoon,WMS,blue-lagoon.JPG,92.15%,20,Yes,Yes
4002,Bank Heist,Rival Gaming,bank-heist.jpg,96%,15,No,Yes
4003,Around the World,Cryptologic,around-the-world.jpg,94.5%,20,No,Yes
4004,Aladdin's Lamp,Cryptologic,aladdin's-lamp.jpg,97.7%,5,No,Yes
4005,Wild Expedition,Red Tiger,wild-expedition-slot-red-tiger.jpg,95.67%,30,Yes,No
4006,Big Juan,Pragmatic Play,big-juan-slot-pragmaticplay.jpg,96.7%,40,Yes,No
4007,Solar Queen Megaways,Playson,solar-queen-megaways-slot-playson-posters.jpg,95.84%,7776,Yes,No
4008,Cluster Tumble,Relax Gaming,cluster-tumble-slot-relax-gaming.jpg,96.4%,Cluster Pays,Yes, No
4009,Book Of Luxor Double,Fazi,book-of-luxor-double-slot-fazi-interactive.jpg,95.5%,10,Yes,No
4010,Hammer Gods,Red Tiger,hammer-gods-slot-red-tiger-gaming.jpg,95.69%,30,Yes,Yes
4011,John Hunter and the Quest for Bermuda Riches,Pragmatic Play,john-hunter-and-the-quest-for-bermuda-riches-slot-pragmatic-play.jpg,96.3%,Cluster Pays,Yes,No
4012,Magnum Opus,Endorphina,magnum-opus-slot-endorphina.jpg,96.01%,5,No,Yes
4013,Golden Fish Tank 2,Yggdrasil,golden-fish-tank-2-slot-yggdrasil.jpg,96%,25,Yes,No
4014,Star Pirates Code,Pragmatic Play,star-pirates-code-slot-pragmaticplay.jpg,96.74%,10,Yes,No
4015,Hell Hot 40,Endorphina,hell-hot-40-slot-endorphina.jpg,96.04%,40,No,No
4016,Day of Dead,Pragmatic Play,day-of-dead-slot-pragmaticplay.jpg,96.49%,20,Yes,No
4017,Burning Wins x2,Playson,burning-wins-x2-slot-playson-posters.jpg,95%,5,No,No
4018,Mega Mine,Relax Gaming,mega-mine-slot-relax-gaming.jpg,97%, 32.768,Yes,No
4019,Lucky Dama Muerta,BGAMING,lucky-dama-muerta-slot-bgaming.jpg,96.16%,10,Yes,No
4020,Fortune House Power Reels,Red Tiger,fortune-house-power-reels-slot-red-tiger.jpg,95.66%,30,Yes,No 
4021,Gator Gold GigaBlox,Yggdrasil,gator-gold-gigablox.jpg,96%,4096,Yes,No
4022,Crystal Falls,Yggdrasil,crystal-falls.jpg,95%,20,Yes,No
4023,Haunted Walker,Zeus Play,haunted-walker.jpg,97%,10,No,No
4024,Cash Bonanza,Pragmatic Play,cash-bonanza-slot-pragmaticplay.jpg,96.52%,4096,Yes,Yes
4025,Fat Drac,Push Gaming,fat-drac-slot-push-gaming.jpg,96.57%,40,Yes,No
4026,Muerto En Mictlan,Play'n Go,muerto-en-mictlan-slot-playngo.jpg,96.2%,10,Yes,No
4027,Mystic Chief,Pragmatic Play,mystic-chief-slot-pragmaticplay.jpg,96.55%,576,Yes,No
4028,Candy Monsta,BGAMING,candy-monsta-slot-bgaming.jpg,94.06%,20,Yes,No
4029,Crypts of Fortune,TrueLab Games,crypts-of-fortune-slot-true-lab.jpg,96%,10,Yes,No
4030,Evil Goblins xBomb,Nolimit City,evil-goblins-xbomb-slot-nolimit-city.jpg,96.14%,729,Yes,No
4031,Kingdom Treasures,CT Gaming,kingdom-treasures-slot-ct-gaming-interactive.jpg,95%,5,No,No
4032,Lion's Hoard,Red Tiger,lions-hoard-slot-red-tiger.jpg,95.77%,20,Yes,
4033,Braindead,Mancala Gaming,braindead-slot-mancala-gaming.jpg,95%,25,Yes,Yes
4034,Brides of Dracula: Hold & Win,iSoftBet,brides-of-dracula-hold-win-slot-isoftbet.jpg,95.5%,25,Yes,No
4035,Anubis' Moon,Evoplay,anubis-moon-slot-evoplay-entertainment.jpg,96%,20,No,No
4036,Curse of Pharaoh,Evoplay,curse-of-pharaoh-slot-evoplay-entertainment.jpg,95.97%,20,Yes,No
4037,Spirt of Egypt,Playson,spirt-of-egypt-slot-playson-posters.jpg,95.4%,20,Yes,No
4038,Piggy Bank Bills,Pragmatic Play,piggy-bank-bills-slot-pragmaticplay.jpg,96.5%,9,Yes,No
4039,Gonzo's Gold,NetEnt,gonzos-gold-slot-netent.jpg,96.1%,Cluster Pays,Yes,No
4040,Amazon Island MegaWays,Red Tiger,amazon-island-megaways-slot-red-tiger-gaming.jpg,96.07%,117649,Yes,No
4041,Helios' Fury,Relax Gaming,helios-fury-slot-relax-gaming.jpg,96.2%,99,Yes,No
4042,The Fruit Megaways,Playson,the-fruit-megaways-slot-playson.jpg,95.84%,117649,Yes,Yes
4043,Miss Cherry Fruits,BGAMING,miss-cherry-fruits-slot-bgaming.jpg,95.35%,20,Yes,No
4044,Treasure Wild,Pragmatic Play,treasure-wild-slot-pragmatic-play.jpg,96.53%,20,Yes,Yes
4045,Medusa Hot 1,Yggdrasil,medusa-hot-1-slot-yggdrasil-1.jpg,96.21%,15,Yes,Yes
4046,Forever 7'S,Red Tiger,forever-7s-slot-red-tiger-gaming.jpg,95.67%,1,No,No
4047,Starlight Princess,Pragmatic Play,starlight-princess-slot-pragmatic-play.jpg,96.5%,Win All Ways,Yes,Yes
4048,Jurassic World Raptor Riches,Microgaming,jurassic-world-raptor-riches-slot-microgaming.jpg,96.02%,20,Yes,Yes
4049,Lucie’s Cats,Belatra Games,lucies-cats-slot-Belatra Games-games.jpg,90.29%,20,Yes,Yes
4050,Fruit Disco,Evoplay,fruit-disco-slot-evoplay-entertainment.jpg,96.01%,,No,No
4051,Volatile Vikings,Relax Gaming,volatile-vikings-slot-relax-gaming.jpg,96.23%,Scatter pays,Yes,Yes
4052,Who Wants To Be A Millionaire Megapays,Big Time Gaming,who-wants-to-be-a-millionaire-megapays-slot-big-time-gaming.jpg,96.38%,117649,Yes,Yes
4053,Shah Mat,Red Tiger,shah-mat-slot-red-tiger-gaming.jpg,95.79%,Cluster Pays,Yes,Yes
4054,Bigger Bass Bonanza,Pragmatic Play,bigger-bass-bonanza-slot-pragmatic-play.jpg,96.71%,12,Yes,Yes
4055,Circus Fruits,TrueLab Games,circus-fruits-truelab-games.jpg,96.17%,243,Yes,Yes
4056,Dragon's Gold 100,BGAMING,dragons-gold-100-slot-bgaming.jpg,96.9%,100,Yes,No
4057,Power of Gods: Hades,Wazdan,power-of-gods-slot-wazdan.jpg,96.14%,243,Yes,Yes
4058,Cossacks: The Wild Hunt,Foxium,cossacks-the-wild-hunt-slot-foxium-slot-posters.jpg,96.19%,46656,Yes,No
4059,Crystal Jewels,Fazi,crystal-jewels-fazi.jpg,96%,10,Yes,No
4060,Books & Bounties,Gamomat,books-bounties.jpg,96.14%,10,Yes,No
4061,Cara Mia Carmen,CT Gaming,cara-mia-carmen-slot-ct-gaming-interactive.jpg,96%,40,Yes,No
4062,Fire King,CT Gaming,fire-king-slot-ct-gaming-interactive.jpg,96%,5,No,No
4063,Yum Yum Powerways,Pragmatic Play,yum-yum-powerways-slot-pragmaticplay.jpg,96.43%,16384,Yes,No
4064,Clover Joker,CT Gaming,clover-joker-slot-ct-gaming.jpg,95%,5,No,No
4065,20 Mega Fresh,CT Gaming,20-mega-fresh-slot-ct-gaming.jpg,95%,20,No,No
4066,Clover Gems,CT Gaming,clover-gems-slot-ct-gaming.jpg,96%,25,No,No
4067,Mighty Moon,CT Gaming,mighty-moon-slot-ct-gaming.jpg,95%,20,Yes,No
4068,5x Cherry Party,CT Gaming,5x-cherry-party-slot-ct-gaming.jpg,95%,40,Yes,No
4069,Shadow of Luxor,Evoplay,shadow-of-luxor-slot-evoplay-entertainment.jpg,95.79%,5,Yes,No
4070,Royal Coins: Hold and Win,Playson,royal-coins-hold-and-win-slot-playson.jpg,95.61%,5,Yes,Yes
4071,Lolla's World,Fazi,lollas-world-slot-fazi.jpg,96.6%,40,No,No
4072,Fruity Joker Hot,Fazi,fruity-joker-hot-slot-fazi-interactive.jpg,96.6%,20,No,No
4073,Turbo Hot 40,Fazi,turbo-hot-40-slot-fazi-interactive.jpg,96.6%,40,No,No
4074,Caribbean Diver,CT Gaming,caribbean-diver-slot-ct-gaming.jpg,95.4%,100,Yes,No
4075,Neon Bananas,CT Gaming,neon-bananas-slot-ct-gaming.jpg,96.4%,20, Yes,No
4076,Troll's Gold,Relax Gaming,trolls-gold-slot-relax-gaming.jpg,96.36%,20,No,No
4077,Crystal Hot 40,Fazi,crystal-hot-40-slot-fazi-interactive.jpg,96.6%,40,No,No
4078,Wild Hot 40,Fazi,wild-hot-40-slot-fazi-interactive.jpg,96.6%,40,No,No
4079,The Wisecracker Lightning,Red Tiger,the-wisecracker-lightning-slot-red-tiger-gaming.jpg,95.75%,10,No,No
4080,Mancala Quest,Mancala Gaming,mancala-quest-slot-mancala-gaming.jpg,95%,25,Yes,Yes
4081,88 Frenzy Fortune,Betsoft,88-frenzy-fortune.jpg,96% ,1,No,No
4082,Brawl at the Redcap Inn,Dreamtech Gaming,brawl-at-the-redcap-inn.jpg,96.04%,50,Yes,No
4083,Secrets of the Sorcerer,iSoftBet,secrets-of-the-sorcerer-slot-isoftbet-poster-6.jpg,95.96%,25,Yes,Yes
4084,Rise of Giza PowerNudge,Pragmatic Play,rise-of-giza-powernudge-slot-pragmatic-play.jpg,96.49%, 10,Yes,No
4085,Wild Joker Stacks,Reel Play,wild-joker-stacks.jpg,95.6%,259,Yes,No
4086,Spirit of Egypt: Hold and Win,Playson,spirit-of-egypt-hold-and-win-slot-playson.jpg,95.45%,20,Yes,No
4087,Lucky Lady Pin-up,BGAMING,lucky-lady-pin-up-slot-bgaming-1.jpg,97%,10,Yes,No
4088,Siren Song,TrueLab Games,siren-song-truelab-games.jpg,96.3%,25,Yes,Yes
4089,Fishin' Frenzy Megaways,Blueprint,fishin-frenzy-megaways.jpg,96.12%,15625,Yes,No
4090,Burlesque by Dita,Microgaming,burlesque-by-dita.jpg,94.03%,243,Yes,No
4091,Fruit Party 2,Pragmatic Play,fruit-party-2-slot-pragmatic-play.jpg,96.53%,Cluster Pays,Yes,No
4092,Neon Links,Red Tiger,neon-links-slot-red-tiger-gaming.jpg,95.67%,10,No,No
4093,Deep Descent,Relax Gaming,deep-descent-slot-relax-gaming.jpg,95%,3125,Yes,No
4094,Calaveras Explosivas,Habanero,calaveras-explosivas-slot-habanero-poster-6.jpg,96.7%,,Yes,No
4095,Akbar & Birbal,Endorphina,akbar-birbal-slot-endorphina.jpg,96.08%, 20,Yes,No
4096,Eagle Power: Hold and Win,Playson,eagle-power-hold-and-win-slot-playson.jpg,95.8%,20,Yes,Yes
4097,Chicken Drop,Pragmatic Play,chicken-drop-slot-pragmatic-play.jpg,96.5%,Cluster Pays,Yes,No
4098,Thunderstruck Wild Lightning,Microgaming,thunderstruck-wild-lightning-slot-microgaming.jpg,96.10%,40,Yes,No
4099,Guardians of the Deep,High 5 Games,guardians-of-the-deep-slot-high5-slot-poster.jpg,96%,10,Yes,No
4100,Book of Vikings,Pragmatic Play,book-of-vikings-slot-pragmaticplay-slot-posters.jpg,96.5%,10,Yes,No
4101,Aloha King Elvis,BGAMING,aloha-king-elvis-slot-bgaming.jpg,94.9%,25,Yes,No
4102,Money Cart 2,Relax Gaming,money-cart-2-slot-relax-gaming-1.jpg,98%,,Yes,No
4103,Crystal Mine,Mancala Gaming,crystal-mine-slot-mancala-gaming.jpg,95%,25,Yes,Yes
4104,Lucky Grace And Charm,Pragmatic Play,lucky-grace-and-charm-slot-pragmatic-play.jpg,96.7%,10, Yes,No
4105,Book of Truth,TrueLab Games,book-of-truth-truelab-games.jpg,Unknown,10,Yes,No
4106,5 Fortunator,Playson,5-fortunator-slot-playson-posters.jpg,96.25%,5,No,No
4107,Fruit Super Nova 40,Evoplay,fruit-super-nova-40-slot-evoplay-entertainment.jpg,96.04%,40,No,No 
4108,Midnight in Tokyo,Wazdan,midnight-in-tokyo-slot-wazdan-1.jpg,96.16%,243,Yes,No
4109,Romantic Holidays,World Match,romantic-holidays.jpg,96%,30,Yes,No
4110,Gargoyle Infinity Reels,Reel Play,gargoyle-infinity-reels.jpg,95.76%,Infinity Reels,Yes,No
4111,Tiki Infinity Reels Megaways,Reel Play,tiki-infinity-reels-megaways.jpg,96.07%,Infinity Reels,Yes,No
4112,Gemix 2,Play'n Go,gemix-2-slot-playngo.jpg,96.2%,Cluster Pays ,No,No
4113,Fruletta,Endorphina,frulletta-slot-endorphina.jpg,90.03%,9,Yes,No
4114,Riddle of Riches,High 5 Games,riddle-of-riches-slot-high5-games.jpg,96%,40,Yes,No
4115,Empty the Bank,Pragmatic Play,empty-the-bank-slot-pragmatic-play.jpg,96.48%,20,Yes,No
4116,Hot Burning Wins,Playson,hot-burning-wins-slot-playson.jpg,96.45%,5,No,No
4117,Codex of Fortune,NetEnt,codex-of-fortune-slot-netent.jpg,96%,40,Yes,No
4118,Crystal Chasers,High 5 Games,crystal-chasers-slot-high5-games.jpg,96%,25,Yes ,Yes
4119,Marvelous Furlongs,Habanero,marvelous-furlongs-slot-habanero-1.jpg,96.7%,15,Yes,No
4120,Bloody Brilliant,Evoplay,bloddy-brilliant-slot-evoplay-entertainment.jpg,96.07%,20,Yes,No
4121,9 Happy Pharaohs,Playson,9-happy-pharaohs-slot-playson.jpg,95.8%,20,Yes,No
4122,Trial By Fire,High 5 Games,trial-by-fire-slot-high5-games.jpg,96%,1000000,Yes,No
4123,5 Lions Megaways,Pragmatic Play,5-lions-megaways-slot-pragmatic-play.jpg,96.50%,200704,Yes,No
4124,Spirit of the Beast,Relax Gaming,spirit-of-the-beast-slot-relax-gaming-1.jpg,96.52%,15,Yes,No
4125,Dream Destiny,Red Tiger,dream-destiny-slot-red-tiger-gaming.jpg,95.8%,20,Yes,No
4126,Dig Dig Digger,BGAMING,dig-dig-dipper-slot-bgaming.jpg,95.5%,10,Yes,No
4127,Wild Hot Chilli Reels,Red Tiger,wild-hot-chilli-reels-slot-red-tiger-gaming.jpg,95.75%,10,Yes,No
4128,Lucky Lightning,Pragmatic Play,lucky-lightning-slot-pragmatic-play.jpg,96.45%,243,Yes,No
4129,Dragon Hot Hold and Spin,Pragmatic Play,dragon-hot-hold-and-spin-slot-pragmaticplay.jpg,96.7%,5,Yes,No
4130,Hit the Gold,Booongo,hit-the-gold-boongo.jpg,,25,Yes,No
4131,Legion Hot 1,Yggdrasil,legion-hot-1-slot-yggdrasil-gaming-1.jpg,96.37%,1125,Yes,No
4132,Heart of Rio,Pragmatic Play,heart-of-rio-slot-pragmatic-play.jpg,96.5%,25,Yes,No
4133,Panda's Fortune 2,Pragmatic Play,panda-fortune-2-slot-pragmatic-play.jpg,96.51%,25,Yes,No
4134,Dragon's Luck Deluxe,Red Tiger,dragons-luck-deluxe.jpg,95.77%,20,Yes,No
4135,HippoPop,AvatarUX Studios,hippopop.jpg,96.1%,65536,Yes,Yes
4136,Aztec Pyramid Megaways,Booongo,aztec-pyramid-megaways.jpg,95.8%,117649,Yes,No
4137,Maradona HyperWays,GameArt,maradona-hyperways-slot-gameart.jpg,96.30%,60466176,Yes,No
4138,The Magic Cauldron – Enchanted Brew,Pragmatic Play,the-magic-cauldron-enchanted-brew-slot-pragmatic-play.jpg,96.44%,Cluster Pays,Yes,No
4139,Cosmic Convoy,High 5 Games,cosmic-convoy-slot-high5-games.jpg,95.9%,Cluster Pays,Yes,No
4140,The Legacy of Cleopatra's Palace Extreme,High 5 Games,the-legacy-of-cleopatras-palace-extreme-slot-high5-games.jpg,96%,10,Yes,No
4141,Legends of Troy The Siege,High 5 Games,legends-of-troy-the-siege-slot-high5-games.jpg,96%,,Yes,No
4142,Book of Gold 2: Double Hit,Playson,book-of-gold-2-double-hit-slot-playson.jpg,95.04%,10,Yes, No
4143,Cauldron,Yggdrasil,cauldron-slot-yggdrasil-gaming-poster-1.jpg,96.04%,20,Yes,No
4144,Fruit Galaxy,CT Gaming,fruit-galaxy-slot-ct-gaming.jpg,95.75%,40,No,No
4145,Primate King,Red Tiger,primate-king-slot-red-tiger-gaming.jpg,95.66%,30,No,No
4146,Phoenix Forge,Pragmatic Play,phoenix-forge-slot-pragmatic-play.jpg,96.51%,20,Yes,No
4147,Magic Jewels,CT Gaming,magic-jewels-slot-ct-gaming.jpg,96.45%,25,Yes,No
4148,Wild'Bots Orchestra,GAMING1,wildbots-orchestra-slot-gaming1.jpg,95.82%,50,Yes,No
4149,The Hot Offer,Yggdrasil,the-hot-offer.jpg,96.57%,20,Yes,No
4150,Odin Infinity Reels,Reel Play,odin-infinity-reels.jpg,96.1%,Infinity Reels,Yes,No
4151,The Amazing Money Machine,Pragmatic Play,the-amazing-money-machine-slot-pragmatic-play.jpg,96.42%,60,Yes,No
4152,Eye of the Queen,Greentube,eye-of-the-queen.jpg,95%,10,Yes,No
4153,Pip's Quest,OneTouch,pips-quest.jpg,96.1%,57, No,No
4154,Cycle of Luck,Evoplay,cycle-of-luck-slot-evoplay-entertainment.jpg,96.12%,20,Yes,Yes
4155,Divine Dragon: Hold and Win,Playson,divine-dragon-hold-and-win-slot-playson.jpg,95.96%,20,Yes,No
4156,Run Amuck,High 5 Games,run-amuck-slot-high5-games.jpg,96%,49,Yes,No
4157,Vault Cracker,Red Tiger,vault-cracker-slot-poster-red-tiger-gaming.jpg,95.66%,10,Yes,No
4158,The Ruby Megaways,iSoftBet,the-ruby-megaways-slot-isoftbet.jpg,,117649 ,Yes,No
4159,Sun of Fortune,Wazdan,sun-of-fortune-slot-wazdan.jpg,96.15%,16,Yes,No
4160,Diamond Mine Extra Gold Megaways,Blueprint,diamond-mine-extra-gold-megaways.jpg,96.43%,117649,Yes,
4161,Survivor Megaways,Big Time Gaming,survivor-megaways.jpg,96.47%,100842,Yes,No
4162,Hot Fiesta,Pragmatic Play,hot-fiest-slot-pragmatic-play.jpg,96.56%,25,Yes,No
4163,Vampire Kiss,Leap Gaming,vampire-kiss.jpg,95%,25,Yes,No
4164,Piggy Gangsters,Betixon,piggy-gangsters.jpg,95%,1024,Yes,No
4165,Mines Of Glory,Betixon,mins-of-glory.jpg,95%,Cluster Pays,Yes,No
4166,Food Feast,Evoplay,food-feast-slot-evoplay-entertainment.jpg,96.09%,,Yes,No
4167,Floating Dragon Hold and Spin,Pragmatic Play,floating-dragon-slot-pragmatic-play.jpg,96.7%,10,Yes,No
4168,Sweet Crush,Tom Horn Gaming,sweet-crush.jpg,96%,27,Yes,No
4169,Night Roller,Red Tiger,night-roller-slot-red-tiger-gaming.jpg,95.68%,30,Yes,No
4170,3 Fruits Win: Double Hit,Playson,3-fruits-win-double-hit-slot-playson.jpg,95.56%,5,No,No
4171,Wild Booster,Pragmatic Play,wild-booster-slot-pragmatic-play.jpg,96.47%,20,Yes,No
4172,Mechanical Clover,BGAMING,mechanical-clover-slot-bgaming.jpg,96.8% ,5,Yes,No
4173,Stars & Fruits: Double Hit,Playson,stars-fruits-double-hit-slot-playson.jpg,95.46%,5,No,No
4174,Before Time Runs Out,Habanero,before-time-runs-out-slot-habanero-1.jpg,96.72%,10,Yes,No
4175,Astromaya,World Match,astromaya-slot-world-match-poster-1.jpg,96.82%,243,Yes,No
4176,20 Clovers Hot,CT Gaming,20-clovers-hot-slot-ct-gaming.jpg,95.555%,20,Yes,No
4177,Cash Ultimate,Red Tiger,cash-ultimate-slot-red-tiger-gaming.jpg,95.7%,30,No,No
4178,Power of Thor Megaways,Pragmatic Play,power-of-thor-megaways-slot-pragmaticplay.jpg,96.55%,117649,Yes,No
4179,Juicy Fruits,Pragmatic Play,juicy-fruits-slot-pragmatic-play.jpg,96.52%,50,Yes,No
4180,Deal or No Deal: Golden Game,Blueprint,deal-or-no-deal-golden-game.jpg,95.5%,20,Yes,Yes
4181,Power Pets,Ready Play Gaming,power-pets.jpg,94.97%,Win All Ways,Yes,No
4182,Mega Bunny HyperWays,GameArt,mega-bunny-hyperways-slot-gameart.jpg,96.15%,60466176,Yes,No
4183,TOI Planet,MGA Games,toi-planet.jpg,95%,1,Yes,Yes
4184,Burning Stars 3,Wazdan,burning-stars-3-slot-wazdan.jpg,96.12%,9,Yes,No
4185,Cobra Queen,Red Tiger,cobra-queen-slot-red-tiger-gaming.jpg,96.02%,10, Yes,No
4186,Temujin Treasures,Pragmatic Play,temujin-treasures-slot-pragmatic-play.jpg,96.55%,1024,Yes,No
4187,Wheel Of Amp,Red Tiger,wheel-of-amp-slot-red-tiger-gaming.jpg,95.77%,25,Yes,No
4188,Stacked,Betsoft,stacked-slot-betsoft.jpg,96.39%,20,Yes,No
4189,Clover Lady,Wazdan,clover-lady-slot-wazdan.jpg,96.21%,10,No,No
4190,Bonus Bunnies,Nolimit City,bonus-bunnies-slot-nolimit-city-game.jpg,96.16%,30,Yes,No
4191,El Dorado Infinity Reels,Reel Play,el-dorado-infinity-reels.jpg,95.51%,Infinity Reels,Yes,No
4192,Emerald Gold,JustForTheWin,emerald-gold.jpg,96.22%,40,Yes,No
4193,La Casa de Papel Deluxe,Skywind Group,la-casa-de-papel-deluxe.jpg,96.3%,10,Yes,No
4194,Yola Berrocal Wild West,MGA Games,yola-berrocal-wild-west.jpg,91%, 10,Yes,Yes
4195,5 Super Sevens & Fruits,Playson,5-super-sevens-fruits-slot-playson.jpg,95.9%,5,No,No
4196,Fishin' Reels,Pragmatic Play,fishin-reels-slot-pragmatic-play.jpg,96.50%,10,Yes,No
4197,Starwins,Mancala Gaming,starwins-slot-mancala-gaming.jpg,95%,10,No,No
4198,Miss Wildfire,ELK Studios,miss-wildfire.jpg,96.1%,46656,Yes,No
4199,Wheel of Fortune Megaways,IGT,wheel-of-fortune-megaways.jpg,96.4%,117649, Yes,No
4200,Lord Fortune,Booongo,lord-fortune.jpg,94% ,25,Yes,No
4201,Grand Loot,Pariplay,grand-loot.jpg,94.24%,40,Yes,No
4202,Tropical Wilds,Rabcat,tropical-wilds.jpg,96.47%,25,Yes,No
4203,Spin-Vention,High 5 Games,spin-vention-slot-high5.jpg,96%,20,Yes,No
4204,Hot to Burn Hold and Spin,Pragmatic Play,hot-to-burn-hold-and-spin-slot-pragmatic-play.jpg,96.7%,20,Yes,No
4205,TikiPop,Yggdrasil,tikipop.jpg,96.1%,243,Yes,No
4206,Lady Emerald,CT Gaming,lady-emerald-slot-ct-gaming.jpg,96.5%,20,No,No
4207,Orbs of Atlantis,Habanero,orbs-of-atlantis-1.jpg,96.7%,,Yes,No
4208,Cherry Bombs,Mancala Gaming,cherry-bombs-slot-mancala-gaming.jpg,95%,25,Yes,No
4209,Monster Thieves,Mancala Gaming,monster-thieves-slot-mancala-gaming.jpg,95%,1024,No,Yes
4210,Wicked Heart,Mancala Gaming,wicked-heart-slot-mancala-gaming.jpg,95%,10,No,No
4211,Aztec Gold Extra Gold Megaways,iSoftBet,aztec-gold-megaways-slot-isoftbet-2.jpg,96% ,117649,Yes,No
4212,Cops 'N' Robbers Vegas Nights,Greentube,cops-and-robbers-vegas-nights-slot-machine-Greentube-novomatic-1.jpg,95.07%,20,Yes,Yes
4213,Four Lucky Diamonds,BGAMING,four-lucky-diamonds-slot-bgaming.jpg,94%,10,No,No
4214,Dragon's Fire InfiniReels,Red Tiger,dragons-fire-infinireels-slot-red-tiger-gaming.jpg,95.74%,Infinity Reels,Yes,No
4215,The Green Machine Deluxe: Racking Up Riches,High 5 Games,the-green-machine-deluxe-racking-up-riches-slot-high5.jpg,96%,,No,No
4216,Book of Gems Megaways,Skywind Group,book-of-gems-megaways.jpg,95%,3125,Yes,No
4217,Big Buffalo,Skywind Group,big-buffalo.jpg,95.5%,4096,Yes,No
4218,Astro The Great Race,GAMING1,astro-the-great-race-slot-gaming1.jpg,95.85%,99,Yes,Yes
4219,Alibaba Riches,GameArt,alibabas-riches-slot-gameart.jpg,95%,30,Yes,No
4220,Eye of the Storm,Pragmatic Play,eye-of-the-storm-slot-pragmatic-play.jpg,96.7%,10,Yes,No
4221,Trillionaire,Red Tiger,trillionaire-slot-red-tiger-gaming.jpg,95.76%,20,Yes,No
4222,Joker King,Pragmatic Play,joker-king-slot-pragmatic-play.jpg,96.5%,25,Yes,No
4223,Take Olympus,Betsoft,take-olympus-slot-betsoft.jpg,95.49%,50,Yes,No
4224,Bounty Belles,iSoftBet,bounty-belles-8.jpg,95.99%,1125,Yes,No
4225,Sphinx Fortune,Booming Games,sphinx-fortune.jpg,95.11%,576,Yes,No
4226,Coco Tiki,Mancala Gaming,coco-tiki-slot-mancala-gaming.jpg,95%,5,Yes,No
4227,Cupid,Endorphina,cupid-slot-endorphina.jpg,96%,20,Yes,No
4228,The Paying Piano Club,Play'n Go,the-paying-piano-club-slot-playngo.jpg,96.2%,5,Yes,No
4229,Queen of Spades,Mascot Gaming,queen-of-spades.jpg,95.01%,10,Yes,No
4230,The Mummy Win Hunters Epicways,Fugaso,the-mummy-win-hunters-epicways-slot-fugaso.jpg,95.82%,15625,Yes,No
4231,Ice Rubies,CT Gaming,ice-rubies-slot-ct-gaming.jpg,95.45%,40,No,No
4232,Golden Ox,Endorphina,golden-ox-slot-endorphina.jpg,96%,50,Yes,Yes
4233,Dragon Kingdom Eyes of Fire,Pragmatic Play,dragon-kingdom-eyes-of-fire-pragmatic-play.jpg,96.49%,5,No,No
4234,Storm Rider,Genesis,storm-rider.jpg,95%,40,Yes,No
4235,Giza Infinity Reels,Yggdrasil,giza-infinity-reels.jpg,96.6%,Infinity Reels,Yes,No
4236,Totem Towers,Habanero,totem-towers.jpg,96.58%,25,Yes,Yes
4237,Unicorn Reels,Wazdan,unicorn-reels-slot-wazdan.jpg,96.14%,10,Yes,Yes
4238,Nefertitis Nile,GameArt,nefertitis-nile-slot-gameart.jpg,96.08%,25,Yes,No
4239,Clover Wheel,CT Gaming,clover-wheel-slot-ct-gaming.jpg,96.4%,20,Yes,No
4240,Congo Cash,Pragmatic Play,congo-cash-slot-pragmatic-play-1.jpg,96.51%,432,Yes,No
4241,War Of Gods,Red Tiger,war-of-gods-slot-red-tiger-gaming.jpg,95.66%,60,No,No
4242,Emerald King Rainbow Road,Pragmatic Play,emerald-king-rainbow-road-slot-pragmatic-play.jpg,96.7%,20,Yes,No
4243,Lord Of The Wilds,Red Tiger,lord-of-the-wilds-slot-red-tiger-gaming.jpg,95.66%,30,Yes,No
4244,Super Sunny Fruits: Hold and Win,Playson,super-sunny-fruits-hold-and-win-slot-playson.jpg,95.7%,10,Yes,Yes
4245,Shamrock Holmes Megaways,Microgaming,shamrock-holmes-megaways-slot-microgaming.jpg,96.44%,117649,Yes,No
4246,Kluster Krystals Megaclusters,Relax Gaming,kluster-krystals-megaclusters.jpg,96.49%,Cluster Pays,Yes,No
4247,Faëlorn,GAMING1,falorn-slot-gaming1.jpg,95.6%,243,Yes,Yes
4248,Coils of Cash,Play'n Go,coils-of-cash-slot-playngo.jpg,96.2%,2304,Yes,No
4249,Voodoo Magic,Pragmatic Play,voodoo-magic-slot-pragmaticplay.jpg,96.5%,40,Yes,No
4250,Fort of Fortune,High 5 Games,fort-of-fortune-slot-playngo-1.jpg,97%,20,Yes,No
4251,Miner Donkey Trouble,Play'n Go,miner-donkey-trouble-slot-playngo.jpg,96.2%,Cluster Pays,Yes,
4252,Gypsy 3: Triple Tarot,High 5 Games,gypsy-3-triple-tarot-slot-high5-games.jpg,96%,243,Yes,No
4253,Treasure Mania,Evoplay,treasure-mania-slot-evoplay-entertainment.jpg,96%,20,Yes,Yes
4254,Piggy Bank Farm,Play'n Go,piggy-bank-farm-slot-playngo.jpg,96.29%,50,Yes,No
4255,Crystal Quest: Arcane Tower,Thunderkick,crystal-quest-arcane-tower.jpg,96.17%,4096,Yes,No
